time,tweets
2018-08-06 11:09:40,"RT @ModiiFails: The mask of your government is torn. One old alliance of yours brings a #NoConfidenceMotion, the people who voted for you a…"
2018-08-06 10:48:19,"RT @Lakshya2019: Joining the Mission! After declining #NoConfidenceMotion Telangana CM meets PM Modi, shares interest on post-poll alliance…"
2018-08-06 10:39:50,RT @VinodZinta: I can see the PM is smiling and looking away and isn't able to look into my eyes when I'm taking about the BJP scams. He is…
2018-08-06 10:37:10,"RT @Lakshya2019: Joining the Mission! After declining #NoConfidenceMotion Telangana CM meets PM Modi, shares interest on post-poll alliance…"
2018-08-06 10:28:59,"RT @Lakshya2019: Joining the Mission! After declining #NoConfidenceMotion Telangana CM meets PM Modi, shares interest on post-poll alliance…"
2018-08-06 10:24:26,"RT @Lakshya2019: Joining the Mission! After declining #NoConfidenceMotion Telangana CM meets PM Modi, shares interest on post-poll alliance…"
2018-08-06 10:23:20,"RT @Lakshya2019: Joining the Mission! After declining #NoConfidenceMotion Telangana CM meets PM Modi, shares interest on post-poll alliance…"
2018-08-06 10:19:44,"RT @Lakshya2019: Joining the Mission! After declining #NoConfidenceMotion Telangana CM meets PM Modi, shares interest on post-poll alliance…"
2018-08-06 10:19:06,"Joining the Mission! After declining #NoConfidenceMotion Telangana CM meets PM Modi, shares interest on post-poll a… URL"
2018-08-06 10:18:58,"Joining the Mission! After declining #NoConfidenceMotion Telangana CM meets PM Modi, shares interest on post-poll a… URL"
2018-08-06 09:25:45,"RT @abhishkJntrMnt: #NoConfidenceMotion
@INCIndiaLive @pvssarma @ANI @MinhazMerchant @sunetrac @IYC @akhileshsharma1 
@SharmaKhemchand @Kap…"
2018-08-06 09:25:31,"RT @abhishkJntrMnt: #NoConfidenceMotion
@IndiaToday @abpnewstv @IYCUttarakhand @loksabhatv @yschowdary @akhileshanandd @SudhanshuBJP @Sandi…"
2018-08-06 09:25:24,"RT @abhishkJntrMnt: #NoConfidenceMotion
To what extent can the Haryana Govt go to hide Truth behind Barwala kand!
#खट्टर_का_काला_चिठ्ठा  
@…"
2018-08-06 09:24:58,"RT @abhishkJntrMnt: #खट्टर_का_काला_चिठ्ठा  
#NoConfidenceMotion
@HarshadeSilvaMP @MohamedNasheed @NalakaG @akashbanerjee @hmtvlive @TV9Telu…"
2018-08-06 09:11:46,"RT @abhishkJntrMnt: Rahul Gandhi
#NoConfidenceMotion
Watch how the the honest soldier is wrongly framed into the Sedition case.
#फौजी_का_अप…"
2018-08-06 09:01:12,"RT @PathanAsmakhan: Joining the Mission! After declining #NoConfidenceMotion Telangana CM meets PM Modi, shares interest on post-poll allia…"
2018-08-06 08:36:11,RT @DebashishHiTs: @PiyushGoyal @Ra_THORe @sush091979 @nsitharaman @rsprasad @rajnathsingh @AmitShah @narendramodi @RahulGandhi @nitingokha…
2018-08-06 08:23:01,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-06 08:17:03,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-06 08:08:34,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-06 07:56:50,RT @HMP_News: BREAKING: PM Modi check his pockets after Rahul Gandhi hugs him. #NoConfidenceMotion URL
2018-08-06 07:56:33,RT @HMP_News: JUST IN: Rahul Gandhi mistakenly voted against #NoConfidenceMotion.
2018-08-06 07:56:28,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-06 07:53:56,"RT @PathanAsmakhan: Joining the Mission! After declining #NoConfidenceMotion Telangana CM meets PM Modi, shares interest on post-poll allia…"
2018-08-06 07:50:16,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-06 07:48:07,"Joining the Mission! After declining #NoConfidenceMotion Telangana CM meets PM Modi, shares interest on post-poll a… URL"
2018-08-06 07:47:17,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-06 07:46:51,"Joining the Mission! After declining #NoConfidenceMotion Telangana CM meets PM Modi, shares interest on post-poll a… URL"
2018-08-06 07:41:18,"There are No Jobs, everybody is insecure :( #NoConfidenceMotion

That's the #AchcheDinSCAM :("
2018-08-06 07:31:57,"Joining the Mission! After declining #NoConfidenceMotion Telangana CM meets PM Modi, shares interest on post-poll a… URL"
2018-08-06 07:12:05,"RT @ariseserver: Nobody's 🔷 #Perfect ~ Everyone Makes Mistake `But some Mistakes will Teach you Great #Lessons  ✨ #Person

#NoConfidenceMot…"
2018-08-06 07:02:12,RT @pbhushan1: LS Speaker Mahajan pushing opposition speakers to limit their speeches to 1 minute so that Modi can be allowed to speak at 9…
2018-08-06 06:41:20,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-08-06 06:35:56,"Joining the Mission! After declining #NoConfidenceMotion Telangana CM meets PM Modi, shares interest on post-poll a… URL"
2018-08-06 06:29:32,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-08-06 06:14:36,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-08-06 06:09:27,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-08-06 06:03:55,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-08-06 05:16:39,RT @iKrishMalik: Nobody's 🔷 #Perfect ~ Everyone Makes Mistake `But some Mistakes will Teach you Great #Lessons &amp; Make you a Better ✨ #Perso…
2018-08-06 05:09:51,@ANI First time agree with JDS &amp; @asadowaisi how can @RahulGandhi hug @narendramodi on whom U brought… URL
2018-08-06 05:09:27,Nobody's 🔷 #Perfect ~ Everyone Makes Mistake `But some Mistakes will Teach you Great #Lessons  ✨ #Person… URL
2018-08-06 05:06:59,RT @iKrishMalik: Nobody's 🔷 #Perfect ~ Everyone Makes Mistake `But some Mistakes will Teach you Great #Lessons &amp; Make you a Better ✨ #Perso…
2018-08-06 05:05:16,Nobody's 🔷 #Perfect ~ Everyone Makes Mistake `But some Mistakes will Teach you Great #Lessons &amp; Make you a Better ✨… URL
2018-08-06 04:32:25,"RT @Smart_Gujju: @Veer_Gurjar_ @hindustani011 @RahulGandhi Can anybody confirm that this person👇 is still in the party or not?

Cause durin…"
2018-08-06 04:30:17,"@Veer_Gurjar_ @hindustani011 @RahulGandhi Can anybody confirm that this person👇 is still in the party or not?

Caus… URL"
2018-08-06 03:51:02,"RT @arjunraw99: #NoConfidenceMotion
#हरियाणा_में_हिटलर_राज
Haryana Government has no evidence against Sant Rampal, it proves that Saint Ram…"
2018-08-06 03:12:31,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-08-06 02:55:04,"RT @DarkkLorrD: Comedian Pappu at his best 
#NoConfidenceMotion URL"
2018-08-06 01:58:20,"RT @GovindDotasra: Master stroke by @RahulGandhi 
A true spirit of democrasy.
#KyaHuaTeraVaada #NoConfidenceMotion 
#JumlaStrike URL.…"
2018-08-06 01:22:23,RT @Fairoz_JK: Congratulations my leader @RahulGandhi Ji for raising the voice of the real #AamAadmi of India. Proud of you for ur words in…
2018-08-06 00:49:39,"RT @DaaruBaazMehta: MUST WATCH

AAP Punjab MP @BhagwantMann Powerful Speech in the Parliament in support of the #NoConfidenceMotion against…"
2018-08-06 00:27:11,"@123NAGOUR #NoConfidenceMotion 
 totally confusion about other parties but BJP has been cleared because… URL"
2018-08-05 19:19:24,RT @ParthaBezbar: #NoConfidenceMotion.Will India elect such a PM whose seriousness is self-explanatory?Wink after hug. He forgets it's Parl…
2018-08-05 18:57:32,RT @ncbn: We moved #NoConfidenceMotion against the centre after all our efforts to seek the centre’s support failed. NDA govt has repeatedl…
2018-08-05 18:24:39,"RT @AdiMrigasya: In case you missed it, Lok Sabha Speaker Sumitra Mahajan gave an EPIC REPLY to Congress MP Gaurav Gogoi during the #NoConf…"
2018-08-05 17:03:17,"RT @nsitharamanoffc: "" @INCIndia will not discuss India's defence deal w/ a foreign head of state. This is an internal matter &amp; this discus…"
2018-08-05 17:02:56,"RT @Ra_THORe: Today's #NoConfidenceMotion gave us #FullConfidence that arrogance can't win over good governance, development and growth.…"
2018-08-05 16:43:27,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-08-05 16:31:34,"RT @SandipGhose: #RahulGandhi may not be the ""Knight in Shining Armour"" that the Opposition is looking for or needs. I write for @firstpost…"
2018-08-05 16:29:42,RT @ysjagan: Keenly following the happenings at the Loksabha #NoConfidenceMotion. I will react on this episode at tomorrow’s 8:30am press c…
2018-08-05 16:29:09,"RT @DaaruBaazMehta: MUST WATCH

AAP Punjab MP @BhagwantMann Powerful Speech in the Parliament in support of the #NoConfidenceMotion against…"
2018-08-05 16:26:44,RT @ANI: #WATCH LIVE: Congress President Rahul Gandhi speaking during #NoConfidenceMotion debate in Lok Sabha URL
2018-08-05 15:54:32,RT @divyaspandana: Even Taylor Swift has something to say on the #NoConfidenceMotion URL
2018-08-05 15:54:04,"RT @VanzaraDg: During Discussions on #NoConfidenceMotion, His Speech, Gestures like #RahulHugsModi &amp; His Wink show that He remains Confused…"
2018-08-05 15:53:40,RT @priyankac19: When @RahulGandhi ji taught PM @narendramodi the right way to do Hugplomacy and also what being a true Hindu is - Love for…
2018-08-05 15:52:57,"RT @RuchiraC: Jaddu Ki Jhappi for Modi ji.
Love for all. Idea of Congress. Idea of India. 
#BhookampAaGaya 
#NoConfidenceMotion URL…"
2018-08-05 15:52:39,"RT @rajeevgowda: Excellent speech! #BhookampAaGaya 

As Congress President @RahulGandhi pointed out, this is a struggle against hatred and…"
2018-08-05 15:51:54,RT @IYCWestBengal: Speech by Sh @RahulGandhi in Lok Sabha will go down in history as one of d most impactful speeches which exposed the fal…
2018-08-05 15:50:16,"RT @priyankac19: Victims of the Jumla Strike: 
Farmers✅
Youth✅
Women✅
Dalits/SC/ST✅
Where is the 15 lakh in every Indians Bank account?
Whe…"
2018-08-05 15:49:45,"RT @RuchiraC: TDP MP, Srinivas Kesineni - ""Why are you so biased, Madam Speaker""? #ModiLiesInParliament 
#NoConfidenceMotion"
2018-08-05 15:28:17,"Withdraw Voting Right !
#NoConfidenceMotion #BhookampAaGaya #RahulHugsModi #jumlastrike 
#ModiLiesInParliament… URL"
2018-08-05 14:34:45,"RT @AskAnshul: Rahul Gandhi said You can call me Pappu but I don’t have a speck of hatred against you #NoConfidenceMotion
If so then Why Co…"
2018-08-05 14:31:44,RT @BJP4India: PM Modi is addressing the Parliament on #NoConfidenceMotion. Watch at URL #IndiaTrustsModi URL
2018-08-05 13:59:13,"RT @BloombergQuint: #NoConfidenceMotion | @RahulGandhi hugs PM @narendramodi, says will unify everyone against him.
Read: URL"
2018-08-05 13:38:18,RT @naralokesh: Rightly said by @JayGalla - “This is not a war between BJP and TDP” but a war between the Modi regime and the 5 crore peopl…
2018-08-05 13:21:17,"RT @PIB_India: There should be strong action against #MobLynching, We will formulate a strong law against it Home Minister @rajnathsingh
#N…"
2018-08-05 12:41:33,"RT @irahsinha: Narendra Modi, the name is enough to describe his power, potential,popularity. A man from grassroot level, a swayamsevak of…"
2018-08-05 12:40:36,"RT @nadeeminc: Hope the brilliant speech and hug of Shri @RahulGandhi have taught BJP &amp; RSS to share Love not hate.
#NoConfidenceMotion htt…"
2018-08-05 12:29:39,RT @sanjjanagalrani: Now that’s what I call spreading LOVE. @RahulGandhi hugs our beloved prime minister @narendramodi #NoConfidenceMotion…
2018-08-05 12:16:38,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-08-05 12:16:28,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-08-05 12:14:58,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-08-05 11:31:27,RT @BJP4India: We cannot thank you enough for the entertainment! #NoConfidenceMotion URL
2018-08-05 11:12:21,"RT @AJijynasu: #payanomaly2k7and2k8batchJTO
@CMDBSNL @Secretary_DoT @manojsinhabjp @PMOIndia Difference in no of increment between two empl…"
2018-08-05 10:45:01,RT @naralokesh: Rightly said by @JayGalla - “This is not a war between BJP and TDP” but a war between the Modi regime and the 5 crore peopl…
2018-08-05 10:08:51,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-05 09:28:27,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-08-05 09:27:41,"RT @bajrangbali79: Sorry #AkbarKhan ... these men &amp; their supporters will unfortunately stop at nothing

.... RIP humanity

#PMInShahjahanp…"
2018-08-05 09:23:26,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-08-05 09:20:46,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-08-05 07:56:25,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-08-05 07:47:10,RT @varunpuri1984: I thank you @RahulGandhi for for the entertainment for the day . It was real treat to see you speak in parliament . Now…
2018-08-05 07:26:11,"RT @abhishkJntrMnt: Rahul Gandhi
#NoConfidenceMotion
Watch how the the honest soldier is wrongly framed into the Sedition case.
#फौजी_का_अप…"
2018-08-05 07:09:20,"RT @bajrangbali79: Considering the terrible phase #India has been going through the last 4 years under #Modi - especially economy, unemploy…"
2018-08-05 06:35:22,"RT @ShatruganSinha: #NoConfidenceMotion As far as I'm concerned,so far the party has not left me,nor I have left the party, so it is simple…"
2018-08-05 06:21:32,"RT @sridevibestf: In the case of the Railway zone, Instead of supporting the AP Govt the center is supporting Orissa, none of the AP BJP le…"
2018-08-05 06:11:26,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-05 06:04:07,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-05 05:14:40,"RT @sridevibestf: In the case of the Railway zone, Instead of supporting the AP Govt the center is supporting Orissa, none of the AP BJP le…"
2018-08-05 04:51:03,"RT @Ra_THORe: Rahul Gandhi has the audacity to call Surgical Strikes, a 'Jumla Strike'. 

It is shameful to use this kind of language for o…"
2018-08-05 04:35:48,"RT @manishBJPUP: Delhi folks....beware of earthquakes. RaGa to speak in parliament today !!!
😱😱 
#Noconfidencemotion @RahulGandhi"
2018-08-05 04:35:30,RT @manishBJPUP: We cannot thank you enough for the entertainment! #NoConfidenceMotion URL
2018-08-05 04:33:05,"RT @NtvteluguHD: #TDP Leader #Somireddy Counters to #TRS Minister #HarishRao Over #APSpecialStatus &amp; #NoConfidenceMotion Issues..
Watch Vid…"
2018-08-05 04:21:18,"RT @parthusoni: I can’t believe this joke wants to control India. 😃😃😃 Control Ur Self ..Indian Not Wants You.
We Want Only @narendramodi
#N…"
2018-08-05 03:53:16,"RT @MomentumCV: Non, Madame! President Macron would have preferred to be jollying with Boris Johnson. Mrs Maybot is a dangerous joke. We kn…"
2018-08-05 03:27:04,"Disgusting and enough to tell her she has no place in the halls of power, deciding the best interests of this natio… URL"
2018-08-05 03:26:55,"@workmanalice Disgusting and enough to tell her she has no place in the halls of power, deciding the best interests… URL"
